,Position,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Agility,Balance,Marking,Positioning,Sprint_Speed,Vision,Finishing,Player_Height,attack_contribution
27,2,0.19271948608137046,0.16916488222698073,0.1777301927194861,0.18629550321199143,0.12205567451820129,0.15203426124197003,0.8961038961038961,0.7571428571428571,0.38823529411764707,0.8625,0.9,0.8375,0.7674418604651163,0.4772727272727273,0.8264122467317814
28,1,0.20323325635103925,0.19861431870669746,0.17782909930715934,0.20323325635103925,0.06466512702078522,0.15242494226327943,0.8441558441558441,0.9142857142857143,0.18823529411764706,0.9,0.8142857142857143,0.8375,0.9302325581395349,0.29545454545454547,0.9071441272098356
29,1,0.1655773420479303,0.1895424836601307,0.1786492374727669,0.18082788671023964,0.09586056644880174,0.1895424836601307,0.7272727272727273,0.7285714285714285,0.23529411764705882,0.875,0.7142857142857143,0.8375,0.8953488372093024,0.38636363636363635,0.8261021686441821
30,3,0.1557377049180328,0.1680327868852459,0.16598360655737704,0.16188524590163936,0.16393442622950818,0.18442622950819673,0.5584415584415584,0.4714285714285714,0.7647058823529411,0.825,0.7285714285714285,0.8625,0.8488372093023255,0.6818181818181818,0.5710027969476108
31,3,0.1527777777777778,0.16666666666666666,0.21064814814814814,0.19675925925925927,0.1388888888888889,0.13425925925925927,0.7532467532467533,0.9142857142857143,0.5411764705882353,0.85,0.5428571428571428,0.975,0.7558139534883721,0.25,0.730531005863968
33,5,0.18244803695150116,0.11547344110854503,0.15704387990762125,0.16166281755196305,0.19399538106235567,0.18937644341801385,0.5714285714285714,0.4,0.8705882352941177,0.4,0.8571428571428571,0.475,0.29069767441860467,0.75,0.5224092303957999
34,2,0.18691588785046728,0.17757009345794392,0.1939252336448598,0.2102803738317757,0.08411214953271028,0.14719626168224298,0.8701298701298701,0.8571428571428571,0.2,0.8875,0.7428571428571429,0.8875,0.8372093023255814,0.38636363636363635,0.9011591062131888
35,1,0.18863636363636363,0.19318181818181818,0.14545454545454545,0.18181818181818182,0.09090909090909091,0.2,0.5584415584415584,0.5285714285714286,0.2235294117647059,0.925,0.8428571428571429,0.7375,0.9651162790697675,0.6590909090909091,0.7776151716822233
36,3,0.16390041493775934,0.16182572614107885,0.16597510373443983,0.16804979253112035,0.16804979253112035,0.17219917012448133,0.7532467532467533,0.7428571428571429,0.7764705882352941,0.8,0.7142857142857143,0.8,0.8023255813953488,0.4772727272727273,0.6285386068443831
38,3,0.13053613053613053,0.13752913752913754,0.18181818181818182,0.17482517482517482,0.1888111888111888,0.1864801864801865,0.4675324675324675,0.4142857142857143,0.8117647058823529,0.775,0.38571428571428573,0.8625,0.5930232558139535,0.6818181818181818,0.5126245514706523
39,5,0.18032786885245902,0.117096018735363,0.15456674473067916,0.16159250585480095,0.19437939110070257,0.1920374707259953,0.5584415584415584,0.38571428571428573,0.8588235294117647,0.4,0.8285714285714286,0.45,0.29069767441860467,0.75,0.5209783920517308
42,1,0.1841541755888651,0.1841541755888651,0.1670235546038544,0.18629550321199143,0.09850107066381156,0.17987152034261242,0.8051948051948052,0.9142857142857143,0.3058823529411765,0.9,0.8285714285714286,0.8375,0.9069767441860465,0.3181818181818182,0.8297086146937535
44,1,0.18850574712643678,0.19080459770114944,0.14482758620689656,0.18160919540229886,0.09195402298850575,0.20229885057471264,0.5454545454545454,0.5142857142857142,0.2235294117647059,0.9,0.8285714285714286,0.725,0.9418604651162791,0.6590909090909091,0.772270092622849
46,2,0.19775280898876405,0.19101123595505617,0.17303370786516853,0.19775280898876405,0.08764044943820225,0.15280898876404495,0.922077922077922,0.8714285714285714,0.24705882352941178,0.8625,0.8428571428571429,0.8,0.9302325581395349,0.2727272727272727,0.8987658112615863
47,3,0.12814645308924486,0.16704805491990846,0.19908466819221968,0.16018306636155608,0.18077803203661327,0.16475972540045766,0.4805194805194805,0.5857142857142857,0.7764705882352941,0.8375,0.4142857142857143,0.9125,0.5930232558139535,0.5454545454545454,0.5391005509512955
48,3,0.15333333333333332,0.17777777777777778,0.2,0.18222222222222223,0.14222222222222222,0.14444444444444443,0.5844155844155844,0.7428571428571429,0.6235294117647059,0.9,0.6,0.975,0.813953488372093,0.45454545454545453,0.6480784358228527
49,5,0.18536585365853658,0.12195121951219512,0.13414634146341464,0.13658536585365855,0.2121951219512195,0.2097560975609756,0.4935064935064935,0.4857142857142857,0.9411764705882353,0.275,0.7428571428571429,0.3875,0.36046511627906974,0.6136363636363636,0.4592585898390892
50,3,0.10776942355889724,0.17293233082706766,0.22807017543859648,0.20551378446115287,0.13784461152882205,0.14786967418546365,0.6103896103896104,0.7857142857142857,0.4,0.5,0.08571428571428572,1.0,0.5813953488372093,0.4090909090909091,0.7264696749661987
52,3,0.12790697674418605,0.16511627906976745,0.2,0.15813953488372093,0.1813953488372093,0.16744186046511628,0.45454545454545453,0.5571428571428572,0.7647058823529411,0.8125,0.4,0.9,0.5697674418604651,0.5454545454545454,0.5335246476565181
53,3,0.15349887133182843,0.17832957110609482,0.1986455981941309,0.18284424379232506,0.14446952595936793,0.14221218961625282,0.5714285714285714,0.7285714285714285,0.6235294117647059,0.8875,0.5857142857142857,0.95,0.8023255813953488,0.45454545454545453,0.6433874630920895
54,5,0.16058394160583941,0.13138686131386862,0.1678832116788321,0.145985401459854,0.20924574209245742,0.18491484184914841,0.4675324675324675,0.2571428571428571,0.9058823529411765,0.4375,0.6285714285714286,0.575,0.5697674418604651,0.75,0.47158178245771776
56,5,0.16708229426433915,0.11970074812967581,0.1546134663341646,0.14962593516209477,0.2144638403990025,0.19451371571072318,0.5324675324675324,0.45714285714285713,0.9058823529411765,0.4125,0.6,0.45,0.38372093023255816,0.6136363636363636,0.4853938094424868
57,5,0.18292682926829268,0.10975609756097561,0.13170731707317074,0.15609756097560976,0.2146341463414634,0.2048780487804878,0.6233766233766234,0.3142857142857143,0.9294117647058824,0.3,0.6857142857142857,0.3875,0.46511627906976744,0.6590909090909091,0.5028279531966273
58,2,0.17590361445783131,0.18795180722891566,0.20481927710843373,0.20963855421686747,0.0746987951807229,0.14698795180722893,0.8441558441558441,0.9285714285714286,0.15294117647058825,0.8375,0.5857142857142857,0.8625,0.7906976744186046,0.20454545454545456,0.9135006663788741
60,2,0.20137299771167047,0.18764302059496568,0.17162471395881007,0.19908466819221968,0.08924485125858124,0.15102974828375287,0.9090909090909091,0.8571428571428571,0.24705882352941178,0.825,0.8428571428571429,0.775,0.8953488372093024,0.2727272727272727,0.8943310192049286
61,2,0.19852941176470587,0.18382352941176472,0.19607843137254902,0.20833333333333334,0.1053921568627451,0.10784313725490197,0.8441558441558441,0.7714285714285715,0.32941176470588235,0.825,0.7428571428571429,0.8625,0.7674418604651163,0.45454545454545453,0.8523732118121523
63,3,0.15,0.15434782608695652,0.17173913043478262,0.16304347826086957,0.1782608695652174,0.1826086956521739,0.6233766233766234,0.6142857142857143,0.7764705882352941,0.6625,0.6,0.7875,0.627906976744186,0.5909090909090909,0.5791039074525282
64,1,0.17258883248730963,0.21573604060913706,0.16243654822335024,0.18274111675126903,0.08121827411167512,0.18527918781725888,0.5714285714285714,0.5142857142857142,0.12941176470588237,0.9125,0.6,0.5625,0.9186046511627907,0.6363636363636364,0.8210529578003084
66,3,0.15975103734439833,0.16390041493775934,0.16597510373443983,0.17634854771784234,0.15145228215767634,0.1825726141078838,0.7792207792207793,0.5,0.6352941176470588,0.7875,0.7285714285714285,0.85,0.7209302325581395,0.6136363636363636,0.6869773535449402
69,2,0.16997792494481237,0.16335540838852097,0.18322295805739514,0.18984547461368653,0.1346578366445916,0.15894039735099338,0.8441558441558441,0.8428571428571429,0.5764705882352941,0.8375,0.6571428571428571,0.875,0.7325581395348837,0.4090909090909091,0.7426498889105764
70,3,0.16179775280898875,0.16853932584269662,0.19101123595505617,0.18876404494382024,0.14157303370786517,0.14831460674157304,0.7142857142857143,0.6285714285714286,0.5647058823529412,0.775,0.6428571428571429,0.9,0.7093023255813954,0.4772727272727273,0.7053327935844611
73,5,0.17936117936117937,0.12285012285012285,0.14250614250614252,0.14496314496314497,0.20638820638820637,0.20393120393120392,0.5974025974025974,0.45714285714285713,0.8588235294117647,0.3125,0.7142857142857143,0.525,0.43023255813953487,0.6590909090909091,0.5219165257062784
74,3,0.12864077669902912,0.12135922330097088,0.18689320388349515,0.17233009708737865,0.19174757281553398,0.19902912621359223,0.44155844155844154,0.5428571428571428,0.6941176470588235,0.6625,0.35714285714285715,0.8,0.20930232558139536,0.5454545454545454,0.5351579457664116
75,5,0.16009280742459397,0.1368909512761021,0.16241299303944315,0.16009280742459397,0.19489559164733178,0.18561484918793503,0.6623376623376623,0.7571428571428571,0.8588235294117647,0.45,0.6,0.65,0.4883720930232558,0.3409090909090909,0.5545967850828056
76,4,0.18614718614718614,0.15151515151515152,0.170995670995671,0.17965367965367965,0.1645021645021645,0.1471861471861472,0.8181818181818182,0.8,0.6705882352941176,0.6,0.8571428571428571,0.6375,0.5930232558139535,0.3181818181818182,0.6909621156841853
77,3,0.16192560175054704,0.16411378555798686,0.18161925601750548,0.17943107221006566,0.15536105032822758,0.1575492341356674,0.8181818181818182,0.8428571428571429,0.6823529411764706,0.7875,0.6,0.85,0.7325581395348837,0.2727272727272727,0.6897791524998242
78,5,0.12839506172839507,0.14074074074074075,0.16790123456790124,0.1580246913580247,0.2123456790123457,0.1925925925925926,0.4675324675324675,0.17142857142857143,0.9294117647058824,0.425,0.38571428571428573,0.5875,0.45348837209302323,0.6590909090909091,0.4600747210055504
85,3,0.15604395604395604,0.17142857142857143,0.17362637362637362,0.17582417582417584,0.15384615384615385,0.16923076923076924,0.6883116883116883,0.7,0.6588235294117647,0.8625,0.6,0.8125,0.7906976744186046,0.4090909090909091,0.6544054518364393
88,2,0.22413793103448276,0.1748768472906404,0.1921182266009852,0.20689655172413793,0.07142857142857142,0.13054187192118227,0.9090909090909091,0.8714285714285714,0.21176470588235294,0.7875,0.9,0.7875,0.6744186046511628,0.25,0.9224517416517741
89,1,0.17359413202933985,0.20537897310513448,0.1687041564792176,0.19070904645476772,0.08801955990220049,0.17359413202933985,0.4805194805194805,0.4714285714285714,0.18823529411764706,0.8625,0.6428571428571429,0.7375,0.872093023255814,0.7727272727272727,0.7744027121282818
90,1,0.2119047619047619,0.19523809523809524,0.16428571428571428,0.19285714285714287,0.06904761904761905,0.16666666666666666,0.7402597402597403,0.5428571428571428,0.18823529411764706,0.8625,0.9,0.725,0.8837209302325582,0.5454545454545454,0.8681065930245967
92,5,0.11388888888888889,0.13055555555555556,0.15555555555555556,0.14444444444444443,0.23333333333333334,0.2222222222222222,0.2987012987012987,0.2857142857142857,0.8705882352941177,0.2875,0.2857142857142857,0.5375,0.43023255813953487,0.6363636363636364,0.40420750200056776
93,5,0.09912536443148688,0.119533527696793,0.1661807580174927,0.13994169096209913,0.2536443148688047,0.22157434402332363,0.1038961038961039,0.02857142857142857,0.9176470588235294,0.35,0.15714285714285714,0.525,0.313953488372093,0.8863636363636364,0.31750915084019904
95,5,0.14285714285714285,0.10714285714285714,0.1510989010989011,0.1401098901098901,0.23076923076923078,0.22802197802197802,0.37662337662337664,0.3,0.8823529411764706,0.125,0.4,0.4875,0.313953488372093,0.7045454545454546,0.42435209094154663
96,5,0.19083969465648856,0.0916030534351145,0.1475826972010178,0.15012722646310434,0.21882951653944022,0.2010178117048346,0.4935064935064935,0.4857142857142857,0.9176470588235294,0.275,0.6857142857142857,0.5,0.2441860465116279,0.6136363636363636,0.4651029878010249
98,3,0.1673728813559322,0.16101694915254236,0.1716101694915254,0.17584745762711865,0.15677966101694915,0.1673728813559322,0.8051948051948052,0.7428571428571429,0.6823529411764706,0.825,0.7428571428571429,0.8375,0.7558139534883721,0.45454545454545453,0.6818894136077012
100,4,0.1681614349775785,0.11659192825112108,0.17040358744394618,0.17040358744394618,0.18834080717488788,0.1860986547085202,0.6753246753246753,0.6714285714285714,0.8823529411764706,0.7,0.6857142857142857,0.675,0.37209302325581395,0.4318181818181818,0.5552376646433469
101,3,0.14814814814814814,0.15250544662309368,0.16775599128540306,0.16339869281045752,0.1786492374727669,0.1895424836601307,0.4155844155844156,0.38571428571428573,0.8352941176470589,0.6875,0.6,0.775,0.6395348837209303,0.7954545454545454,0.4947163308955232
102,2,0.20518867924528303,0.18632075471698112,0.1792452830188679,0.20047169811320756,0.07311320754716981,0.15566037735849056,0.8571428571428571,0.7428571428571429,0.2,0.875,0.8428571428571429,0.775,0.872093023255814,0.4090909090909091,0.9013272977498791
106,4,0.17982456140350878,0.13596491228070176,0.16666666666666666,0.17105263157894737,0.17763157894736842,0.16885964912280702,0.6883116883116883,0.4857142857142857,0.8705882352941177,0.7,0.8285714285714286,0.675,0.5813953488372093,0.5227272727272727,0.5747434425022969
107,2,0.21330275229357798,0.16743119266055045,0.1743119266055046,0.19954128440366972,0.10091743119266056,0.1444954128440367,0.935064935064935,0.8571428571428571,0.35294117647058826,0.75,0.9142857142857143,0.75,0.6976744186046512,0.29545454545454547,0.8645785093199199
108,5,0.17381489841986456,0.14446952595936793,0.16252821670428894,0.16252821670428894,0.18058690744920994,0.17607223476297967,0.7012987012987013,0.42857142857142855,0.8117647058823529,0.425,0.7285714285714285,0.65,0.5465116279069767,0.6818181818181818,0.5927966867759265
109,3,0.11655011655011654,0.15384615384615385,0.18181818181818182,0.17016317016317017,0.18181818181818182,0.1958041958041958,0.37662337662337664,0.34285714285714286,0.7411764705882353,0.625,0.35714285714285715,0.7625,0.5232558139534884,0.6363636363636364,0.5078076138627061
110,2,0.20327102803738317,0.17757009345794392,0.17523364485981308,0.1985981308411215,0.07476635514018691,0.1705607476635514,0.948051948051948,0.9428571428571428,0.12941176470588237,0.775,0.8714285714285714,0.775,0.7790697674418605,0.3181818181818182,0.9454060219503155
112,1,0.1893939393939394,0.20707070707070707,0.15151515151515152,0.17676767676767677,0.07575757575757576,0.1994949494949495,0.5584415584415584,0.4142857142857143,0.18823529411764706,0.9125,0.7285714285714285,0.575,0.8953488372093024,0.6818181818181818,0.7979493690420955
115,3,0.1479028697571744,0.1545253863134658,0.16777041942604856,0.16556291390728478,0.17660044150110377,0.18763796909492272,0.4155844155844156,0.38571428571428573,0.8117647058823529,0.6875,0.5857142857142857,0.7625,0.6395348837209303,0.7954545454545454,0.5038007446508731
118,4,0.1772428884026258,0.14660831509846828,0.15973741794310722,0.16192560175054704,0.175054704595186,0.17943107221006566,0.6103896103896104,0.5857142857142857,0.788235294117647,0.725,0.8142857142857143,0.625,0.6395348837209303,0.5681818181818182,0.5744398820653853
119,1,0.21330275229357798,0.18807339449541285,0.1559633027522936,0.18807339449541285,0.0871559633027523,0.16743119266055045,0.6363636363636364,0.6285714285714286,0.2823529411764706,0.875,0.9571428571428572,0.7625,0.8953488372093024,0.4318181818181818,0.7958180138563238
120,1,0.2074074074074074,0.20493827160493827,0.18271604938271604,0.2074074074074074,0.0691358024691358,0.12839506172839507,0.8181818181818182,0.8571428571428571,0.18823529411764706,0.9,0.7857142857142857,0.7625,0.8837209302325582,0.3181818181818182,0.9037955573282542
122,4,0.17381974248927037,0.14377682403433475,0.16738197424892703,0.18025751072961374,0.16523605150214593,0.16952789699570817,0.7532467532467533,0.8285714285714286,0.7647058823529411,0.65,0.8,0.675,0.6395348837209303,0.3409090909090909,0.6347104798930163
124,2,0.17084282460136674,0.16400911161731208,0.19362186788154898,0.1845102505694761,0.12072892938496584,0.1662870159453303,0.7402597402597403,0.7285714285714285,0.4823529411764706,0.7625,0.6714285714285714,0.9,0.686046511627907,0.4318181818181818,0.7459514679793585
125,2,0.20286396181384247,0.18377088305489261,0.18138424821002386,0.19809069212410502,0.07159904534606205,0.162291169451074,0.8701298701298701,0.6285714285714286,0.16470588235294117,0.8875,0.8285714285714286,0.725,0.8255813953488372,0.38636363636363635,0.9150712392723241
126,5,0.15165876777251186,0.13270142180094788,0.17061611374407584,0.16824644549763032,0.1966824644549763,0.18009478672985782,0.6103896103896104,0.5285714285714286,0.8588235294117647,0.3625,0.5428571428571428,0.625,0.45348837209302323,0.6590909090909091,0.5392153730612902
128,5,0.17530864197530865,0.14074074074074075,0.14320987654320988,0.14074074074074075,0.20493827160493827,0.19506172839506172,0.5844155844155844,0.5714285714285714,0.8705882352941177,0.4125,0.6857142857142857,0.375,0.4069767441860465,0.7727272727272727,0.517922919494367
129,5,0.16216216216216217,0.12285012285012285,0.1597051597051597,0.1597051597051597,0.20393120393120392,0.19164619164619165,0.5714285714285714,0.4857142857142857,0.8705882352941177,0.45,0.5857142857142857,0.55,0.5116279069767442,0.6363636363636364,0.515598148688278
130,2,0.20853080568720378,0.18246445497630331,0.1895734597156398,0.20616113744075829,0.08767772511848342,0.12559241706161137,0.935064935064935,0.9428571428571428,0.24705882352941178,0.7625,0.8285714285714286,0.825,0.7790697674418605,0.22727272727272727,0.9111102067982066
131,2,0.20227272727272727,0.16590909090909092,0.17727272727272728,0.19772727272727272,0.11363636363636363,0.1431818181818182,0.8571428571428571,0.8,0.4,0.775,0.8428571428571429,0.8,0.7674418604651163,0.36363636363636365,0.8187111394122637
133,1,0.18850574712643678,0.18620689655172415,0.15172413793103448,0.1793103448275862,0.09885057471264368,0.19540229885057472,0.7402597402597403,0.6285714285714286,0.21176470588235294,0.875,0.8285714285714286,0.6875,0.8953488372093024,0.5909090909090909,0.833693122116854
135,2,0.19205298013245034,0.16335540838852097,0.17439293598233996,0.18322295805739514,0.1280353200883002,0.15894039735099338,0.8051948051948052,0.8428571428571429,0.5411764705882353,0.8125,0.8571428571428571,0.8,0.7093023255813954,0.36363636363636365,0.7455962843437008
138,4,0.16818181818181818,0.11818181818181818,0.16818181818181818,0.17045454545454544,0.18863636363636363,0.18636363636363637,0.6623376623376623,0.6571428571428571,0.8705882352941177,0.7,0.6714285714285714,0.65,0.37209302325581395,0.4318181818181818,0.5545983117776725
139,4,0.1829787234042553,0.14893617021276595,0.1723404255319149,0.17446808510638298,0.16808510638297872,0.15319148936170213,0.8441558441558441,0.7285714285714285,0.8117647058823529,0.7625,0.8428571428571429,0.7625,0.627906976744186,0.4772727272727273,0.6514721196808788
140,4,0.16630669546436286,0.15982721382289417,0.17494600431965443,0.16630669546436286,0.17278617710583152,0.15982721382289417,0.6883116883116883,0.8428571428571429,0.8352941176470589,0.7375,0.7428571428571429,0.7375,0.7093023255813954,0.25,0.591360130241047
141,5,0.19951338199513383,0.09732360097323602,0.15328467153284672,0.15815085158150852,0.20437956204379562,0.1873479318734793,0.6363636363636364,0.5142857142857142,0.8705882352941177,0.2,0.8,0.5125,0.26744186046511625,0.6136363636363636,0.53661968982102
142,1,0.18202764976958524,0.1912442396313364,0.18202764976958524,0.1912442396313364,0.08755760368663594,0.16589861751152074,0.8051948051948052,0.5142857142857142,0.21176470588235294,0.8625,0.7571428571428571,0.8125,0.872093023255814,0.5454545454545454,0.8696919718376552
143,5,0.16985645933014354,0.13636363636363635,0.14354066985645933,0.15311004784688995,0.20334928229665072,0.1937799043062201,0.5454545454545454,0.5571428571428572,0.8941176470588236,0.5125,0.5571428571428572,0.5125,0.6627906976744186,0.5454545454545454,0.5000716728286838
145,1,0.1986455981941309,0.1873589164785553,0.16252821670428894,0.19187358916478556,0.09029345372460497,0.16930022573363432,0.8311688311688312,0.8428571428571429,0.25882352941176473,0.9125,0.8714285714285714,0.7875,0.9186046511627907,0.36363636363636365,0.8604763322494327
146,2,0.20094562647754138,0.1867612293144208,0.18912529550827423,0.2033096926713948,0.06619385342789598,0.1536643026004728,0.922077922077922,0.8142857142857143,0.2,0.8375,0.7857142857142857,0.8125,0.7674418604651163,0.36363636363636365,0.9261735217326299
147,1,0.16183574879227053,0.20048309178743962,0.18115942028985507,0.18115942028985507,0.08695652173913043,0.18840579710144928,0.5454545454545454,0.37142857142857144,0.15294117647058825,0.85,0.6142857142857143,0.8125,0.8604651162790697,0.6590909090909091,0.8013326593351808
148,5,0.18586387434554974,0.10209424083769633,0.13089005235602094,0.14921465968586387,0.2198952879581152,0.21204188481675393,0.38961038961038963,0.4142857142857143,0.8941176470588236,0.15,0.6571428571428571,0.3875,0.2558139534883721,0.5681818181818182,0.4363338830736888
153,2,0.21287128712871287,0.1806930693069307,0.19801980198019803,0.20544554455445543,0.08168316831683169,0.12128712871287128,0.9090909090909091,0.9571428571428572,0.2235294117647059,0.7625,0.7857142857142857,0.8,0.7209302325581395,0.18181818181818182,0.9153706447856665
156,3,0.16964285714285715,0.15401785714285715,0.18080357142857142,0.1875,0.13616071428571427,0.171875,0.8051948051948052,0.8714285714285714,0.611764705882353,0.8125,0.6857142857142857,0.8625,0.6395348837209303,0.29545454545454547,0.7149041643131857
157,1,0.2107843137254902,0.19852941176470587,0.16911764705882354,0.21568627450980393,0.07107843137254902,0.13480392156862744,0.8831168831168831,0.9,0.1411764705882353,0.8125,0.8285714285714286,0.575,0.8604651162790697,0.36363636363636365,0.9350801932342537
158,4,0.19532908704883228,0.1464968152866242,0.1592356687898089,0.17197452229299362,0.16560509554140126,0.1613588110403397,0.8831168831168831,0.8714285714285714,0.788235294117647,0.775,0.9285714285714286,0.65,0.7441860465116279,0.25,0.6697086581809152
159,5,0.1890547263681592,0.11194029850746269,0.14925373134328357,0.15422885572139303,0.2064676616915423,0.1890547263681592,0.4155844155844156,0.3,0.8352941176470589,0.3625,0.7142857142857143,0.5,0.36046511627906974,0.7272727272727273,0.47775150174036524
163,3,0.13221153846153846,0.1658653846153846,0.20192307692307693,0.1971153846153846,0.16105769230769232,0.14182692307692307,0.7272727272727273,0.7,0.5764705882352941,0.6375,0.34285714285714286,0.85,0.627906976744186,0.4772727272727273,0.6957168756902526
164,3,0.16705336426914152,0.16705336426914152,0.18329466357308585,0.20185614849187936,0.13225058004640372,0.14849187935034802,0.8961038961038961,0.8714285714285714,0.47058823529411764,0.8,0.5857142857142857,0.85,0.6976744186046512,0.29545454545454547,0.7958964703153522
165,4,0.1705607476635514,0.12850467289719625,0.1658878504672897,0.17289719626168223,0.18691588785046728,0.17523364485981308,0.7272727272727273,0.7142857142857143,0.8235294117647058,0.5625,0.6428571428571429,0.5625,0.38372093023255816,0.38636363636363635,0.5935318771280261
